#
# Aggregated Blocklist for AbuseIPDB: Indonesia most reported IP addresses.
#
# Number of ips:          2069
# Last updated:           2026-09-05 14:50:59
#
# Source:                 https://github.com/borestad/blocklist-abuseipdb
# Stats:                  https://github.com/borestad/blocklist-abuseipdb/tree/main/stats
# Credits 1:              https://www.abuseipdb.com - please support them!
# Credits 2:              https://ipinfo.io - The Trusted Source For IP Address Data
#
101.0.6.165      # ID  AS55670   PT. Universal Broadband
101.128.108.1    # ID  AS135478  PT. Cyberindo Aditama
101.128.108.171  # ID  AS135478  PT. Cyberindo Aditama
101.128.94.203   # ID  AS135478  PT. Cyberindo Aditama
101.128.99.142   # ID  AS135478  PT. Cyberindo Aditama
101.255.0.125    # ID  AS38511   PT Remala Abadi
101.255.101.17   # ID  AS38511   PT Remala Abadi
101.255.104.214  # ID  AS38511   PT Remala Abadi
101.255.104.215  # ID  AS38511   PT Remala Abadi
101.255.105.9    # ID  AS38511   PT Remala Abadi
101.255.111.193  # ID  AS38511   PT Remala Abadi
101.255.125.2    # ID  AS38511   PT Remala Abadi
101.255.129.37   # ID  AS38511   PT Remala Abadi
101.255.158.147  # ID  AS38511   PT Remala Abadi
101.255.17.234   # ID  AS38511   PT Remala Abadi
101.255.21.89    # ID  AS38511   PT Remala Abadi
101.50.2.28      # ID  AS55688   PT. Beon Intermedia
103.10.120.162   # ID  AS56246   PT Sumber Data Indonesia
103.10.120.7     # ID  AS56246   PT Sumber Data Indonesia
103.10.223.141   # ID  AS38750   Telemedia Dinamika Sarana, PT
103.100.174.122  # ID  AS136841  PT MITRA TELEMEDIA MANUNGGAL
103.100.174.17   # ID  AS136841  PT MITRA TELEMEDIA MANUNGGAL
103.100.175.104  # ID  AS136841  PT MITRA TELEMEDIA MANUNGGAL
103.101.224.37   # ID  AS134612  PT Atria Teknologi Indonesia
103.102.152.177  # ID  AS58404   PT Qwords Company International
103.103.180.179  # ID  AS136847  PT. Alif Investama Teknologi Indonesia
103.103.193.18   # ID  AS135636  PT. RACKH LINTAS ASIA
103.105.197.2    # ID  AS137287  DINAS KOMUNIKASI DAN INFORMATIKA KAB. BEKASI
103.105.52.111   # ID  AS136873  MEGADATA-ISP
103.105.53.15    # ID  AS136873  MEGADATA-ISP
103.105.54.164   # ID  AS136873  MEGADATA-ISP
103.105.57.105   # ID  AS150942  LAMBDA
103.105.67.170   # ID  AS17995   PT iForte Global Internet
103.105.83.5     # ID  AS17451   BIZNET NETWORKS
103.106.113.38   # ID  AS136880  PT. Sumatra Multimedia Solusi
103.106.113.47   # ID  AS136880  PT. Sumatra Multimedia Solusi
103.106.218.253  # ID  AS137329  PT. ARTHA LINTAS DATA MANDIRI
103.106.219.115  # ID  AS137329  PT. ARTHA LINTAS DATA MANDIRI
103.106.77.178   # ID  AS46023   PT Quantum Tera Network
103.106.79.242   # ID  AS46023   PT Quantum Tera Network
103.107.71.16    # ID  AS136879  DELAPAN BIT
103.108.141.126  # ID  AS137304  Dinas Komunikasi Dan Informatika Prabumulih
103.108.9.252    # ID  AS137302  DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK PROVINSI RIAU
103.109.154.44   # ID  AS4787    PT Cyberindo Aditama
103.109.188.214  # ID  AS4787    PT Cyberindo Aditama
103.109.193.219  # ID  AS4787    PT Cyberindo Aditama
103.109.24.187   # ID  AS137311  PT. KINEZ CREATIVE SOLUTIONS
103.109.27.21    # ID  AS137311  PT. KINEZ CREATIVE SOLUTIONS
103.110.185.130  # ID  AS137374  Dinas Komunikasi, Informatika dan Statistik Provinsi Bali
103.110.8.101    # ID  AS131717  PT Citra Jelajah Informatika
103.110.9.241    # ID  AS131717  PT Citra Jelajah Informatika
103.111.53.170   # ID  AS9341    PT INDONESIA COMNETS PLUS
103.111.98.163   # ID  AS136093  PT Mitra Lintas Multimedia
103.112.245.85   # ID  AS136107  PT. Tujuh Ion Indonesia
103.112.5.35     # ID  AS132669  PT Globalnet Multi Data
103.112.5.7      # ID  AS132669  PT Globalnet Multi Data
103.113.171.119  # ID  AS137352  PT. Cloudata Indonesia
103.113.76.10    # ID  AS4787    PT Cyberindo Aditama
103.113.77.254   # ID  AS4787    PT Cyberindo Aditama
103.114.139.14   # ID  AS4787    PT Cyberindo Aditama
103.115.20.242   # ID  AS149925  PT Sakti Wijaya Network
103.115.31.111   # ID  AS58495   PT Parsaoran Global Datatrans
103.118.174.33   # ID  AS50104   TarIX
103.118.82.254   # ID  AS135482  Indonesia Network Information Center
